iter	RMSE
126	0.09348948719
127	0.0934641509
128	0.0934445785
129	0.09341716657
130	0.09338242416
131	0.09334349462
132	0.09331239998
133	0.09330235415
134	0.09329253708
135	0.0932623793
136	0.09325560158
137	0.0932293403
138	0.09319186358
139	0.09316280383
140	0.09313663746
141	0.09310856016
142	0.09308814865
143	0.09305455179
144	0.09303390487
145	0.09301237694
146	0.09297716078
147	0.09296021258
148	0.0929477785
149	0.0929303936
150	0.09289599882
151	0.09287108907
152	0.09282824194
153	0.09280455244
154	0.09275510248
155	0.09273599389
156	0.09270617315
157	0.09266122436
158	0.09262731762
159	0.09259627474
160	0.09258336315
161	0.0925541002
162	0.09254388787
163	0.09251858323
164	0.09249811337
165	0.09243809787
166	0.09241916404
167	0.09238808477
168	0.09235394862
169	0.09232438984
170	0.09228881339
171	0.09225847605
172	0.09223437695
173	0.09221061208
174	0.09219354406
175	0.09218511548
176	0.09216347139
177	0.09212221438
178	0.09209111608
179	0.09207172506
180	0.09202965012
181	0.09199854008
182	0.09197082095
183	0.09194855755
184	0.09191911291
185	0.09190858394
186	0.09189883538
187	0.09187590852
188	0.09185890231
189	0.09183398224
190	0.09182117559
191	0.09181027303
192	0.09178607326
193	0.09174964885
194	0.09170420059
195	0.09165589378
196	0.09164645185
197	0.09161892922
198	0.09160013244
199	0.09156805874
200	0.09155031553
201	0.09152842139
202	0.09149012782
203	0.09145346488
204	0.09143149217
205	0.09138024356
206	0.09134370417
207	0.09131324498
208	0.09130371485
209	0.09128272929
210	0.0912461674
211	0.09121830887
212	0.09119512725
213	0.09116799779
214	0.09115380207
215	0.09112617192
216	0.09107963673
217	0.09104870775
218	0.09102333211
219	0.09101938351
220	0.09099351101
221	0.09096064865
222	0.09093835246
223	0.09091420162
224	0.09087379485
225	0.09085166608
226	0.09082310244
227	0.09076924709
228	0.09074899577
229	0.09071533822
230	0.09069332648
231	0.09067227731
232	0.09067134096
233	0.09062751446
234	0.09060019081
235	0.09058983428
236	0.09058361407
237	0.09053796801
238	0.09051429385
239	0.09048247994
240	0.09046357953
241	0.09045079537
242	0.09043451389
243	0.0904010264
244	0.09038077278
245	0.09036853187
246	0.09036680892
247	0.0903365489
248	0.09030675472
249	0.09027656668
250	0.09023843577
251	0.09023757556
252	0.09020181289
253	0.09017083471
254	0.09014669603
255	0.09012589616
256	0.0901226413
257	0.09010748823
258	0.0900810376
259	0.09004669491
260	0.09000025942
261	0.08997930519
262	0.0899573086
263	0.08993848133
264	0.08991503515
265	0.08989365288
266	0.08987150938
267	0.08984975075
268	0.08982600385
269	0.08978930333
270	0.08978207226
271	0.08975536022
272	0.08972677524
273	0.08968821149
274	0.08966820993
275	0.08965537571
276	0.0896471344
277	0.08962070773
278	0.08958422613
279	0.08955735038
280	0.08951976805
281	0.08949839754
282	0.08948342544
283	0.08946716767
284	0.08945161564
285	0.08942312529
286	0.08938177622
287	0.08936545543
288	0.08935416569
289	0.08933382424
290	0.08930261228
291	0.08928341133
292	0.0892624155
293	0.08924096204
294	0.08921713497
295	0.08918969598
296	0.08917529431
297	0.0891416974
298	0.08911113457
299	0.0890896217
300	0.08908865829
301	0.08906502131
302	0.08906410801
303	0.08904387643
304	0.08900776442
305	0.0889769288
306	0.08896639005
307	0.08894775176
308	0.08892516633
309	0.08890905294
310	0.08887762631
311	0.08885769559
312	0.08883648784
313	0.0888148517
314	0.08878928724
315	0.08877063077
316	0.08875651673
317	0.08874141145
318	0.08871173231
319	0.08869448739
320	0.08868848197
321	0.08868745179
322	0.08866059156
323	0.0886242186
324	0.08860405654
325	0.08858423052
326	0.0885697752
327	0.08854721462
328	0.08851910014
329	0.08849272123
330	0.08845666391
331	0.08842796311
332	0.08841515274
333	0.08841404207
334	0.08839070579
335	0.08836245313
336	0.08834469317
337	0.08831866312
338	0.08829607722
339	0.08826304318
340	0.08824085673
341	0.08821697983
342	0.08819410045
343	0.08818690519
344	0.08816469456
345	0.08812094402
346	0.08808102149
347	0.08806082509
348	0.08803602354
349	0.08799885735
350	0.08798102042
351	0.08796390261
352	0.08794511279
353	0.08790530574
354	0.08790475405
355	0.08787602115
356	0.08784923737
357	0.08783165347
358	0.08781367922
359	0.08778752982
360	0.08776633762
361	0.08775388719
362	0.08772799757
363	0.08771092793
364	0.08768945122
365	0.0876841554
366	0.08766713458
367	0.08765006236
368	0.08762485085
369	0.08759176117
370	0.08755854155
371	0.08754604311
372	0.08751464795
373	0.08750936825
374	0.08748633982
375	0.08746540929
376	0.08745549432
377	0.08743620533
378	0.08741954791
379	0.08739593064
380	0.0873639386
381	0.08734476024
382	0.08731935408
383	0.08730829428
384	0.08728894679
385	0.08727907312
386	0.08726049454
387	0.08723763422
388	0.08721584073
389	0.08719717485
390	0.08717654479
391	0.08715647201
392	0.08713868603
393	0.08712190771
394	0.08710293395
395	0.08708686952
396	0.08706689998
397	0.08705464449
398	0.0870361835
399	0.08702740469
400	0.0870021711
401	0.08699121059
402	0.08696876459
403	0.08693847828
404	0.08691236206
405	0.08690335548
406	0.08688280845
407	0.08685778186
408	0.08683408076
409	0.0868205926
410	0.08678929907
411	0.08677425964
412	0.08676153785
413	0.08673882538
414	0.08672301821
415	0.08670957006
416	0.08668896947
417	0.08666437338
418	0.08664902316
419	0.08663124541
420	0.08661435114
421	0.08659761758
422	0.08657981489
423	0.08656872621
424	0.08655387392
425	0.08653583966
426	0.086511827
427	0.08650034258
428	0.08648434235
429	0.08646098712
430	0.08644556695
431	0.08640500002
432	0.08638966488
433	0.08636724206
434	0.08635188277
435	0.08633517401
436	0.08632388615
437	0.08629701561
438	0.08627613991
439	0.08625566203
440	0.08622793277
441	0.0862236278
442	0.08621500058
443	0.08619658836
444	0.08617911531
445	0.08616077652
446	0.08614579782
447	0.08613665111
448	0.08611985463
449	0.08609676058
450	0.08608238328
451	0.0860508609
452	0.08602884673
453	0.08601036365
454	0.08599282575
455	0.08597645845
456	0.08593744731
457	0.0859242001
458	0.08591111704
459	0.08589385492
460	0.08587749428
461	0.08586756316
462	0.08585331498
463	0.08581864657
464	0.08580400519
465	0.08579010213
466	0.08577489937
467	0.08576912409
468	0.08576717861
469	0.08575526928
470	0.08573456211
471	0.08571551336
472	0.08568697987
473	0.08566796367
474	0.08565195409
475	0.08562767958
476	0.08561075715
477	0.08558405185
478	0.08556339414
479	0.08555413719
480	0.085538009
481	0.08552401674
482	0.08551491229
483	0.08549813436
484	0.08547332246
485	0.08546384701
486	0.08543437925
487	0.08541261714
488	0.08539475817
489	0.08539416538
490	0.08537532442
491	0.08535312243
492	0.08534407364
493	0.08532580647
494	0.08530583967
495	0.08528819916
496	0.08527528114
497	0.08525635272
498	0.08524099359
499	0.08522653453
500	0.08520723622
501	0.08519452584
502	0.08517405692
503	0.08516371791
504	0.08514616518
505	0.08513043348
506	0.08509935493
507	0.08507906608
508	0.08507311002
509	0.08504353073
510	0.08502480514
511	0.08499621884
512	0.08497087757
513	0.08496134105
514	0.08495389742
515	0.0849400086
516	0.0849194585
517	0.08490324516
518	0.08489206186
519	0.08487389977
520	0.08485603239
521	0.08484513254
522	0.08482378901
523	0.08480926815
524	0.08478895584
525	0.08477237064
526	0.08476890094
527	0.08475511232
528	0.08474428032
529	0.0847332308
530	0.08473004106
531	0.08471586543
532	0.08469293636
533	0.08465961525
534	0.08464162426
535	0.08462234527
536	0.0846065952
537	0.08459608359
538	0.08458150073
539	0.08456248102
540	0.08454078612
541	0.08451835759
542	0.0845062395
543	0.08448036083
544	0.08445684944
545	0.08444528109
546	0.08443131924
547	0.08441987954
548	0.0844058407
549	0.08438250606
550	0.08436814088
551	0.08434185308
552	0.08432397132
553	0.08430619555
554	0.08428930184
555	0.08428147706
556	0.08426419686
557	0.08423323373
558	0.0842100435
559	0.08419429084
560	0.08418009346
561	0.08416924998
562	0.08414929538
563	0.08414064285
564	0.08412727942
565	0.08410472743
566	0.0840900893
567	0.0840696581
568	0.08405732633
569	0.08403910656
570	0.08402157054
571	0.08400709972
572	0.08399193375
573	0.08398392028
574	0.08396718125
575	0.08395355512
576	0.08393177972
577	0.08391789819
578	0.08387895741
579	0.08385588868
580	0.08384011237
581	0.08383965272
582	0.08382305352
583	0.08380359429
584	0.08378956113
585	0.08376907871
586	0.08375826936
587	0.08374195558
588	0.08372303724
589	0.08370797306
590	0.08368898069
591	0.08367167976
592	0.08365401294
593	0.08364715098
594	0.08363118064
595	0.08362102035
596	0.08361551607
597	0.08360755169
598	0.08358717538
599	0.08356562071
600	0.08355315864
601	0.08354121931
602	0.08352023265
603	0.08349633856
604	0.08347916154
605	0.08346531277
606	0.08345390302
607	0.08344438095
608	0.08342510555
609	0.08340733514
610	0.0833891177
611	0.08336645912
612	0.08335347109
613	0.08333932587
614	0.08331754695
615	0.08329941184
616	0.08328123408
617	0.08326003806
618	0.08324325746
619	0.08322707992
620	0.08322116821
621	0.08320997149
622	0.08319012775
623	0.08317585081
624	0.0831489787
625	0.0831302986
626	0.08310877993
627	0.08309790371
628	0.08308784783
629	0.08307197823
630	0.08306063389
631	0.08303898929
632	0.0830197936
633	0.0830114219
634	0.08300136214
635	0.08298784672
636	0.08297981447
637	0.08296070796
638	0.08295122324
639	0.08293873632
640	0.08293221852
641	0.08292492901
642	0.08290119351
643	0.08289382173
644	0.08287542048
645	0.08286616408
646	0.08285190759
647	0.08284263439
648	0.08283205243
649	0.08281696975
650	0.08279974008
651	0.08277515863
652	0.08275931463
653	0.08275117356
654	0.08273567414
655	0.08272247039
656	0.0826869916
657	0.082676544
658	0.08266551435
659	0.08265154351
660	0.08263464225
661	0.0826279316
662	0.08261521949
663	0.08260224643
664	0.0825855607
665	0.08256640199
666	0.08255500296
667	0.08253925714
668	0.08253476819
669	0.08251729729
670	0.08250737174
671	0.08248679621
672	0.08246494445
673	0.08243941892
674	0.08242698311
675	0.08241801311
676	0.08240042983
677	0.08238421973
678	0.08237511195
679	0.08236457344
680	0.08235112853
681	0.08232663397
682	0.08232183497
683	0.08230436591
684	0.08229270508
685	0.08227940752
686	0.08226728905
687	0.08224660766
688	0.08223695359
689	0.08222795095
690	0.08221051982
691	0.08220201536
692	0.082170572
693	0.08215159814
694	0.08214402813
695	0.08212544642
696	0.08211417137
697	0.08210385531
698	0.08208716198
699	0.08207484897
700	0.08206393334
701	0.08205330308
702	0.08204534121
703	0.08202137031
704	0.08200663661
705	0.08199263572
706	0.08197771837
707	0.08196328375
708	0.0819567544
709	0.08194075518
710	0.0819305221
711	0.08192062211
712	0.08189888389
713	0.08188450954
714	0.08186951
715	0.08185581012
716	0.08184340715
717	0.08182797279
718	0.08179815421
719	0.08178573188
720	0.08177210717
721	0.08176318126
722	0.08175490928
723	0.08174087121
724	0.08172602836
725	0.08170677444
726	0.08169245087
727	0.08168003333
728	0.08166797543
729	0.08164907707
730	0.08163208106
731	0.08162167849
732	0.08160376581
733	0.08159644597
734	0.0815843236
735	0.08156675931
736	0.08155032427
737	0.08153456401
738	0.08152488865
739	0.08151390997
740	0.08150746981
741	0.08149626629
742	0.08147076999
743	0.08145238568
744	0.08144114046
745	0.08142603772
746	0.08138980066
747	0.08137514581
748	0.08136587039
749	0.08135507984
750	0.08134400124
751	0.0813210034
752	0.0813121096
753	0.08130150937
754	0.08128131116
755	0.08127091371
756	0.08125119954
757	0.08123860601
758	0.08122773351
759	0.08121584839
760	0.08120143116
761	0.08119262655
762	0.08117971486
763	0.08116493567
764	0.08115757776
765	0.08113499821
766	0.08112361836
767	0.08111337623
768	0.08108431322
769	0.08107138775
770	0.08106118121
771	0.0810528119
772	0.08104287493
773	0.08102295448
774	0.08099622613
775	0.08098163209
776	0.08096443596
777	0.08095482749
778	0.0809406053
779	0.08093413108
780	0.08092643988
781	0.08091701272
782	0.08090351965
783	0.08089437805
784	0.08088010116
785	0.08086487686
786	0.08086016522
787	0.08085136751
788	0.08083812354
789	0.08082469713
790	0.08081485824
791	0.08080559987
792	0.08078632373
793	0.08078032845
794	0.08076329067
795	0.08075227257
796	0.08073573596
797	0.08071543444
798	0.08069174081
799	0.08067901426
800	0.08065688192
801	0.08064812518
802	0.0806323704
803	0.08062233293
804	0.08061699465
805	0.08060645845
806	0.0806001977
807	0.08059251782
808	0.08057739105
809	0.08056435106
810	0.0805580535
811	0.0805439272
812	0.08052688585
813	0.08050877161
814	0.08048822262
815	0.08046875077
816	0.08045301376
817	0.08043747795
818	0.08042310688
819	0.08041443411
820	0.08040538094
821	0.08039762426
822	0.08038657347
823	0.08037768427
824	0.08037101196
825	0.08035805973
826	0.08034157479
827	0.08032549751
828	0.08031222868
829	0.08029409265
830	0.08027974231
831	0.08026301085
832	0.08024586254
833	0.08023396527
834	0.0802249062
835	0.08021923008
836	0.08019212831
837	0.08018213052
838	0.08017520972
839	0.08016168928
840	0.08014827356
841	0.08013487471
842	0.08012983621
843	0.08011762042
844	0.0801017658
845	0.0800849016
846	0.08007514533
847	0.08006712432
848	0.08005296957
849	0.08003993939
850	0.08002374656
851	0.07999198816
852	0.07997858042
853	0.07997006409
854	0.07996297082
855	0.07995091896
856	0.07994048384
857	0.07992939606
858	0.0799156889
859	0.0799065232
860	0.07989379277
861	0.07988887772
862	0.07987482662
863	0.07986243031
864	0.07985728713
865	0.079844788
866	0.07983766151
867	0.0798208556
868	0.07981099299
869	0.07979750552
870	0.07978467366
871	0.07977272668
872	0.0797584258
873	0.07974839404
874	0.07973698291
875	0.07972860963
876	0.07971881747
877	0.07969711996
878	0.07968729849
879	0.07967058204
880	0.07965465153
881	0.079643013
882	0.07961807574
883	0.07961098713
884	0.07960345503
885	0.07959393075
886	0.07956915952
887	0.07955837488
888	0.07954515186
889	0.07953235318
890	0.0795224561
891	0.07950541514
892	0.07949135137
893	0.07947613738
894	0.07946612634
895	0.07945268042
896	0.07944387756
897	0.07943497386
898	0.07942708684
899	0.07941144026
900	0.07939275986
901	0.07937964061
902	0.07937250209
903	0.07935899072
904	0.07934482204
905	0.07932464591
906	0.07931261831
907	0.07930319825
908	0.07928962374
909	0.07927819116
910	0.07926649941
911	0.0792560055
912	0.07924968661
913	0.07924200428
914	0.07923593898
915	0.07922769453
916	0.07922076421
917	0.07920652565
918	0.07919140866
919	0.07918187825
920	0.07917237638
921	0.07916630525
922	0.07915421514
923	0.07913689429
924	0.07912147081
925	0.07910824601
926	0.07910303149
927	0.07909408764
928	0.07908909088
929	0.07908039851
930	0.07907142179
931	0.07904833891
932	0.07902996723
933	0.07901238827
934	0.07900580192
935	0.07899909229
936	0.0789862729
937	0.07897391493
938	0.07896281204
939	0.0789504829
940	0.07894575359
941	0.07893439601
942	0.07892017415
943	0.07891404195
944	0.07890526843
945	0.07889660229
946	0.07887981385
947	0.0788682957
948	0.0788496183
949	0.078837747
950	0.07883351703
951	0.07882389114
952	0.07881805854
953	0.07879548509
954	0.0787872099
955	0.0787733109
956	0.07876171167
957	0.07875884189
958	0.07874814469
959	0.07873525699
960	0.07872656662
961	0.07871602667
962	0.07870734419
963	0.0786937487
964	0.07868017331
965	0.07865521341
966	0.07865093063
967	0.07862615604
968	0.07861687433
969	0.07861300494
970	0.07859337746
971	0.07858243749
972	0.07857621362
973	0.07856511587
974	0.07855512756
975	0.078539164
976	0.07853406727
977	0.07851765272
978	0.07851077058
979	0.0784998153
980	0.07849199909
981	0.07847941982
982	0.07846444491
983	0.0784547186
984	0.07843532754
985	0.07842872797
986	0.07841809112
987	0.07840653472
988	0.0784001355
989	0.07838784677
990	0.07838002325
991	0.0783707159
992	0.07835822216
993	0.07835028399
994	0.07834049934
995	0.0783301576
996	0.07831800404
997	0.07830596234
998	0.07829153938
999	0.07827867465
